passenger_name,tpep_pickup_datetime,tpep_dropoff_datetime,payment_method,passenger_count,trip_distance,fare_amount,tip_amount,tolls_amount,trep_driving_time
Andrea Fernandez,2017-09-01 19:03:24,2017-09-01 19:11:10,Card,2,1.54,7.5,0.0,0.0,7.766666666666667
Julia Morales,2017-05-17 21:16:15,2017-05-17 21:22:45,Card,2,1.3,6.5,0.0,0.0,6.5
Jordan Short,2017-11-04 19:29:21,2017-11-04 19:37:57,Card,1,1.0,7.0,1.55,0.0,8.6
Linda Freeman,2017-09-14 10:57:36,2017-09-14 11:08:46,Card,1,1.3,9.0,1.95,0.0,11.166666666666666
Michael Jackson,2017-05-13 14:01:05,2017-05-13 14:05:15,Cash,1,0.7,5.0,0.0,0.0,4.166666666666667
Jesse Goodman,2017-10-05 17:05:41,2017-10-05 17:13:12,Card,2,1.1,7.0,2.0,0.0,7.516666666666667
Christopher Simon,2017-10-10 20:17:38,2017-10-10 20:24:12,Cash,1,1.24,6.5,1.56,0.0,6.566666666666666
Timothy Dodson,2017-03-21 11:24:31,2017-03-21 11:49:47,Card,1,8.18,26.0,5.36,0.0,25.266666666666666
Rodney Williams,2017-03-04 01:13:55,2017-03-04 01:25:26,Cash,1,1.7,9.5,1.0,0.0,11.516666666666667
Patricia Roberts,2017-12-07 10:30:16,2017-12-07 10:40:06,Cash,1,1.36,8.0,1.76,0.0,9.833333333333334
Jeremy Tate,2017-02-09 08:26:20,2017-02-09 08:43:56,Card,1,2.19,12.0,0.0,0.0,17.6
Kenneth Ford,2017-11-20 17:03:01,2017-11-20 17:13:08,Cash,1,1.25,8.0,1.96,0.0,10.116666666666667
Ann Ramirez,2017-08-28 15:04:32,2017-08-28 15:19:07,Cash,1,1.42,10.5,2.82,0.0,14.583333333333334
Janet Long,2017-07-27 22:53:32,2017-07-27 22:56:05,Card,1,0.45,4.0,0.0,0.0,2.55
Jesse Williams,2017-11-19 08:25:17,2017-11-19 08:36:54,Cash,1,6.7,20.0,0.0,0.0,11.616666666666667
Erik Church,2017-12-20 19:15:56,2017-12-20 19:25:36,Cash,1,2.3,10.0,2.3,0.0,9.666666666666666
Kelsey Lewis,2017-10-02 10:17:30,2017-10-02 10:25:56,Cash,1,1.15,7.0,1.56,0.0,8.433333333333334
Brittany Chase,2017-07-13 11:17:26,2017-07-13 11:23:54,Card,2,0.68,5.5,0.0,0.0,6.466666666666667
Julie Case,2017-09-24 19:44:28,2017-09-24 20:10:47,Cash,4,5.04,21.0,0.0,0.0,26.316666666666666
Jacob Sellers,2017-02-28 17:40:20,2017-02-28 17:55:25,Cash,1,1.46,10.5,3.69,0.0,15.083333333333334
Sheila Marsh,2017-01-20 18:21:58,2017-01-20 18:34:17,Cash,1,1.0,9.0,0.0,0.0,12.316666666666666
Lisa Garza,2017-12-06 23:37:08,2017-12-07 00:06:19,Card,1,18.93,52.0,0.0,0.0,29.183333333333334
Michael Hopkins,2017-05-26 22:34:08,2017-05-26 22:39:37,Cash,2,0.6,5.0,0.0,0.0,5.483333333333333
Melissa Gates,2017-11-14 07:32:28,2017-11-14 08:22:59,Cash,1,15.48,45.0,8.0,5.76,50.516666666666666
Mark Banks,2017-01-19 00:03:42,2017-01-19 00:09:55,Card,1,1.1,6.0,0.0,0.0,6.216666666666667
Anna Rogers,2017-01-27 01:37:01,2017-01-27 01:52:31,Card,1,3.8,15.0,0.0,0.0,15.5
Stephen Harrell,2017-04-16 23:08:31,2017-04-16 23:24:44,Card,1,6.02,19.5,0.0,0.0,16.216666666666665
Tina Day,2017-03-05 10:04:43,2017-03-05 10:13:55,Cash,1,1.8,8.5,0.0,0.0,9.2
James Morris,2017-03-14 17:21:47,2017-03-14 17:26:40,Cash,1,1.74,7.0,1.76,0.0,4.883333333333334
Jason Beck,2017-02-15 18:11:43,2017-02-15 18:15:55,Cash,1,0.2,4.5,0.0,0.0,4.2
Ashley Potts,2017-04-29 13:26:16,2017-04-29 13:37:35,Card,1,2.06,10.0,2.16,0.0,11.316666666666666
Brittany Taylor,2017-01-04 07:34:54,2017-01-04 07:45:13,Card,1,1.2,8.0,0.0,0.0,10.316666666666666
Chelsea Copeland,2017-11-23 13:53:43,2017-11-23 14:03:20,Card,1,0.51,7.5,0.0,0.0,9.616666666666667
Lisa Richardson,2017-01-24 21:08:02,2017-01-24 21:16:46,Card,1,1.65,8.0,0.0,0.0,8.733333333333333
Kenneth Thomas,2017-11-28 16:05:55,2017-11-28 16:08:30,Card,1,0.6,4.0,0.0,0.0,2.5833333333333335
Robert Fox,2017-08-20 21:14:07,2017-08-20 21:21:40,Cash,5,1.12,7.0,0.0,0.0,7.55
Elijah Erickson,2017-10-30 09:50:34,2017-10-30 10:32:09,Card,3,3.7,25.5,0.0,0.0,41.583333333333336
John Taylor,2017-08-06 04:23:26,2017-08-06 04:33:36,Cash,1,1.52,8.5,0.0,0.0,10.166666666666666
Heather Gutierrez,2017-05-20 19:43:58,2017-05-20 19:51:43,Cash,1,1.36,7.5,1.66,0.0,7.75
Mary Smith,2017-08-12 19:23:20,2017-08-12 19:52:16,Card,1,5.0,21.0,0.0,0.0,28.933333333333334
Sean Adams,2017-07-21 11:25:39,2017-07-21 11:30:49,Card,1,0.76,5.5,0.0,0.0,5.166666666666667
Joel Lane MD,2017-02-17 10:59:41,2017-02-17 11:11:47,Cash,1,2.15,10.0,2.16,0.0,12.1
Kelly Mcintyre,2017-03-08 16:00:15,2017-03-08 16:07:11,Cash,1,0.67,6.0,1.0,0.0,6.933333333333334
Brenda Thomas,2017-10-03 07:47:59,2017-10-03 08:09:22,Card,2,1.7,14.0,0.0,0.0,21.383333333333333
Mr. Michael Perkins PhD,2017-09-03 13:52:44,2017-09-03 14:09:06,Card,2,5.2,18.5,0.0,0.0,16.366666666666667
Daniel White,2017-05-24 06:58:45,2017-05-24 07:02:04,Cash,1,0.48,4.0,0.0,0.0,3.316666666666667
Lisa George,2017-03-07 23:51:39,2017-03-07 23:57:50,Cash,1,2.1,8.0,1.85,0.0,6.183333333333334
Travis Ward,2017-08-01 11:23:05,2017-08-01 11:47:02,Cash,1,2.16,15.5,3.26,0.0,23.95
John Hawkins,2017-03-21 16:37:30,2017-03-21 16:47:24,Card,1,1.4,8.0,1.0,0.0,9.9
Rachael Ryan,2017-04-28 21:06:17,2017-04-28 21:28:11,Cash,1,4.33,18.0,5.79,0.0,21.9
Jennifer Jackson,2017-01-09 19:56:06,2017-01-09 20:28:06,Cash,1,16.48,45.5,9.46,0.0,32.0
Jose Miller,2017-12-18 10:09:30,2017-12-18 10:34:21,Cash,1,4.9,21.5,4.45,0.0,24.85
Joshua Rosario,2017-03-03 23:48:26,2017-03-04 00:01:25,Cash,1,2.81,12.0,2.0,0.0,12.983333333333333
Tammy Johnson,2017-02-13 21:13:32,2017-02-13 21:25:26,Cash,1,2.4,11.0,0.0,0.0,11.9
Brenda Johnson,2017-06-17 17:50:21,2017-06-17 17:52:15,Card,2,0.6,4.0,1.4,0.0,1.9
Pamela Hamilton,2017-02-26 10:04:11,2017-02-26 10:08:15,Card,1,1.01,5.5,0.0,0.0,4.066666666666666
Jillian Sutton,2017-10-29 23:07:52,2017-10-29 23:26:13,Cash,1,6.0,19.5,3.0,0.0,18.35
Sandra Jackson,2017-01-06 20:29:21,2017-01-06 20:34:10,Card,1,0.61,5.0,1.26,0.0,4.816666666666666
Joe Craig,2017-04-15 00:40:14,2017-04-15 00:55:17,Card,4,2.0,11.0,2.0,0.0,15.05
Julie Powell,2017-09-18 15:09:56,2017-09-18 15:19:38,Card,6,1.89,9.0,0.0,0.0,9.7
Jason Robinson,2017-12-13 22:31:09,2017-12-13 22:47:16,Cash,3,2.24,12.5,2.0,0.0,16.116666666666667
James Hill,2017-08-02 12:33:00,2017-08-02 12:50:03,Cash,1,1.9,12.0,3.2,0.0,17.05
Jerry Brown,2017-09-03 21:12:11,2017-09-03 21:20:44,Card,1,1.16,7.5,0.0,0.0,8.55
Matthew Campbell,2017-10-13 20:06:58,2017-10-13 20:13:06,Cash,1,0.5,5.5,0.0,0.0,6.133333333333334
Jessica Jones,2017-11-24 17:26:07,2017-11-24 17:51:18,Cash,1,2.6,17.0,0.0,0.0,25.183333333333334
Frank Nelson,2017-10-03 13:29:14,2017-10-03 13:37:17,Cash,1,1.21,7.0,1.56,0.0,8.05
Lindsay Foley,2017-05-24 14:00:28,2017-05-24 14:18:00,Card,2,4.4,18.0,3.38,0.0,17.533333333333335
Kelsey Watts,2017-04-05 19:39:54,2017-04-05 19:44:19,Cash,1,0.54,4.5,1.0,0.0,4.416666666666667
Amy Sanford,2017-09-06 19:59:31,2017-09-06 20:21:27,Cash,5,7.32,24.0,5.06,0.0,21.933333333333334
Dr. John Ryan,2017-09-17 08:13:33,2017-09-17 08:19:08,Card,1,1.4,6.5,0.0,0.0,5.583333333333333
Cathy Lopez,2017-08-01 07:47:52,2017-08-01 08:03:28,Card,1,2.81,12.5,2.66,0.0,15.6
Richard Mendoza,2017-12-17 20:29:26,2017-12-17 20:35:37,Cash,2,0.92,6.0,1.46,0.0,6.183333333333334
Kristen Rogers,2017-01-10 10:12:25,2017-01-10 10:28:11,Cash,1,1.9,12.0,2.55,0.0,15.766666666666667
Joel Allen,2017-07-08 06:08:05,2017-07-08 06:11:21,Cash,1,0.62,4.5,0.0,0.0,3.2666666666666666
Dr. Brandon Smith II,2017-01-19 19:48:45,2017-01-19 19:57:05,Card,1,2.1,8.5,0.0,0.0,8.333333333333334
Matthew Perez,2017-02-03 08:14:02,2017-02-03 08:15:45,Card,1,0.24,3.5,0.86,0.0,1.7166666666666666
Mr. Reginald Phillips PhD,2017-04-25 17:40:53,2017-04-25 18:01:05,Cash,1,1.39,13.0,3.7,0.0,20.2
Sarah King,2017-01-05 16:25:59,2017-01-05 16:55:08,Card,1,3.5,19.5,2.0,0.0,29.15
Robert Torres,2017-06-30 20:10:02,2017-06-30 20:18:07,Card,1,0.84,7.0,2.08,0.0,8.083333333333334
Renee Smith,2017-06-17 16:39:27,2017-06-17 16:53:42,Cash,5,2.68,11.5,2.46,0.0,14.25
Samuel Huff,2017-03-28 09:57:44,2017-03-28 10:26:35,Card,2,10.91,32.5,7.81,5.76,28.85
Drew Moss,2017-04-08 14:59:12,2017-04-08 15:37:07,Card,1,4.5,23.5,0.0,0.0,37.916666666666664
Richard Garza,2017-06-22 21:20:13,2017-06-22 21:31:04,Cash,1,1.4,8.5,1.95,0.0,10.85
Emily Schmidt,2017-10-12 05:36:49,2017-10-12 05:44:50,Card,1,2.0,8.5,1.95,0.0,8.016666666666667
Tiffany Walker,2017-04-10 09:46:18,2017-04-10 09:47:34,Cash,1,0.4,3.5,0.0,0.0,1.2666666666666666
Charles Booker,2017-06-03 12:46:06,2017-06-03 12:52:18,Cash,1,0.6,5.5,1.26,0.0,6.2
Jesse Herring,2017-03-28 09:40:33,2017-03-28 09:48:02,Card,1,0.9,7.0,0.0,0.0,7.483333333333333
Helen Smith,2017-01-04 22:16:37,2017-01-04 22:25:23,Card,1,1.22,7.5,0.0,0.0,8.766666666666667
Tanya Arroyo,2017-07-20 13:21:55,2017-07-20 14:21:20,Card,1,17.86,78.0,0.0,16.5,59.416666666666664
Karen Jordan MD,2017-04-08 15:57:56,2017-04-08 16:11:44,Cash,3,1.7,10.0,2.7,0.0,13.8
Jonathan Brooks,2017-02-19 17:42:44,2017-02-19 17:51:22,Cash,3,0.7,7.0,0.0,0.0,8.633333333333333
Pamela Martin,2017-04-15 16:05:24,2017-04-15 16:19:30,Card,1,1.42,10.0,1.0,0.0,14.1
Megan Kaufman,2017-09-22 17:23:18,2017-09-22 17:28:41,Cash,1,0.9,6.0,1.2,0.0,5.383333333333334
Brenda Perez,2017-02-20 10:55:58,2017-02-20 11:24:16,Cash,1,8.8,29.0,0.0,0.0,28.3
Valerie Mullen,2017-01-14 19:04:51,2017-01-14 19:05:01,Cash,2,0.02,2.5,0.0,0.0,0.16666666666666666
Melissa Sanchez,2017-12-27 12:40:46,2017-12-27 12:56:36,Cash,6,1.28,11.0,0.0,0.0,15.833333333333334
Jennifer Villarreal,2017-04-20 10:15:54,2017-04-20 10:23:19,Cash,1,0.4,6.0,0.34,0.0,7.416666666666667
Juan Andrade,2017-04-20 21:29:29,2017-04-20 21:33:16,Card,1,0.79,5.0,0.0,0.0,3.783333333333333
Christie Jordan,2017-08-19 21:35:15,2017-08-19 21:45:17,Cash,1,1.7,8.5,1.96,0.0,10.033333333333333
Christine Schwartz,2017-08-27 22:13:17,2017-08-27 22:23:12,Card,1,2.19,10.0,2.82,0.0,9.916666666666666
James Brown,2017-04-01 17:45:49,2017-04-01 17:54:01,Card,1,0.9,7.0,0.0,0.0,8.2
Sharon Underwood,2017-06-22 10:34:30,2017-06-22 10:47:22,Cash,1,1.0,9.0,1.96,0.0,12.866666666666667
Janice Jackson,2017-02-18 14:34:19,2017-02-18 14:48:50,Cash,1,2.5,12.5,3.95,0.0,14.516666666666667
Steven Schneider,2017-12-09 17:07:31,2017-12-09 17:28:55,Card,1,3.42,15.5,3.26,0.0,21.4
Michael Owen,2017-06-20 13:33:27,2017-06-20 13:49:39,Cash,1,1.7,11.5,0.0,0.0,16.2
Scott Bailey,2017-06-03 02:28:59,2017-06-03 02:42:01,Cash,1,2.42,11.5,1.0,0.0,13.033333333333333
Lisa Collins,2017-02-01 07:28:22,2017-02-01 07:36:53,Cash,1,2.89,10.5,0.0,0.0,8.516666666666667
Holly Gilbert,2017-11-17 19:01:30,2017-11-17 19:05:10,Card,1,0.64,4.5,1.26,0.0,3.6666666666666665
Kevin Pierce,2017-01-15 11:45:27,2017-01-15 11:56:34,Card,1,2.0,10.0,2.15,0.0,11.116666666666667
Jose Garcia,2017-11-28 19:07:53,2017-11-28 19:21:56,Cash,5,1.97,10.5,3.08,0.0,14.05
Caroline Sanders,2017-09-21 22:10:06,2017-09-21 22:14:26,Cash,1,1.03,5.5,0.0,0.0,4.333333333333333
Mark Wheeler,2017-01-03 09:24:51,2017-01-03 09:38:13,Card,1,1.77,10.0,1.0,0.0,13.366666666666667
Julia Hunt,2017-01-20 17:48:11,2017-01-20 18:27:15,Card,1,8.6,31.0,7.65,5.54,39.06666666666667
Arthur Bennett,2017-03-15 06:53:06,2017-03-15 06:59:47,Card,1,1.0,6.5,1.45,0.0,6.683333333333334
Maria Mason,2017-04-18 22:30:15,2017-04-18 22:32:30,Card,1,0.9,4.5,0.0,0.0,2.25
Thomas Baldwin,2017-02-26 16:41:26,2017-02-26 17:21:21,Card,1,13.31,41.0,5.0,0.0,39.916666666666664
Jennifer Peterson,2017-03-17 20:02:10,2017-03-17 20:36:45,Cash,5,5.29,23.5,4.96,0.0,34.583333333333336
Christine Waters,2017-04-13 20:27:27,2017-04-13 20:38:00,Card,1,1.5,8.5,1.95,0.0,10.55
Kathryn Duffy,2017-06-18 13:35:30,2017-06-18 13:57:07,Cash,2,7.48,24.0,2.0,0.0,21.616666666666667
Gerald Flores,2017-11-04 17:23:00,2017-11-04 17:53:33,Card,1,1.6,18.0,3.76,0.0,30.55
Jillian Le,2017-12-12 08:41:36,2017-12-12 09:13:41,Card,5,6.98,27.0,8.34,0.0,32.083333333333336
Ryan Parrish,2017-08-24 18:53:27,2017-08-24 19:24:38,Card,1,4.33,21.5,4.66,0.0,31.183333333333334
Carrie Trujillo,2017-06-09 08:17:19,2017-06-09 08:28:44,Card,1,4.6,15.0,0.0,0.0,11.416666666666666
Martha Smith,2017-02-06 09:05:41,2017-02-06 09:13:18,Card,1,0.8,6.5,1.45,0.0,7.616666666666666
Sarah Jackson,2017-06-27 20:30:15,2017-06-27 20:43:11,Card,2,2.0,10.5,2.35,0.0,12.933333333333334
Julia Morgan,2017-11-06 19:43:34,2017-11-06 19:47:04,Card,1,0.42,4.0,0.87,0.0,3.5
Jaime Smith,2017-06-19 07:52:27,2017-06-19 08:13:40,Card,1,3.2,15.5,0.0,0.0,21.216666666666665
Scott Rivera,2017-12-21 21:31:12,2017-12-21 22:11:58,Card,6,18.17,51.5,0.0,0.0,40.766666666666666
Crystal Liu,2017-05-04 09:51:54,2017-05-04 10:07:02,Card,1,1.2,10.5,0.0,0.0,15.133333333333333
Molly Valenzuela,2017-09-30 18:23:44,2017-09-30 18:36:11,Cash,2,1.7,10.0,1.62,0.0,12.45
Hailey Harris,2017-01-22 05:52:57,2017-01-22 05:54:43,Cash,3,0.68,4.0,1.06,0.0,1.7666666666666666
Paul Delgado,2017-07-09 15:10:20,2017-07-09 15:15:05,Cash,1,0.6,5.0,0.0,0.0,4.75
Diana Price,2017-01-07 06:28:02,2017-01-07 06:39:24,Cash,1,2.1,10.0,0.0,0.0,11.366666666666667
Malik Watts,2017-05-18 16:00:27,2017-05-18 16:23:45,Card,1,1.4,14.0,0.0,0.0,23.3
Mackenzie Sutton,2017-11-02 07:59:48,2017-11-02 08:09:47,Cash,1,1.2,8.0,1.75,0.0,9.983333333333333
Mallory Harding,2017-03-10 13:11:10,2017-03-10 13:23:11,Card,5,1.25,9.0,0.0,0.0,12.016666666666667
Brian Keller,2017-10-21 08:55:05,2017-10-21 09:07:10,Cash,4,2.4,10.0,0.0,0.0,12.083333333333334
John Faulkner,2017-02-10 09:46:09,2017-02-10 10:18:20,Card,5,5.55,24.5,1.0,0.0,32.18333333333333
Paul Hendrix,2017-05-16 17:00:25,2017-05-16 17:10:49,Card,2,0.9,8.0,1.96,0.0,10.4
Shelly Baker,2017-04-11 02:33:23,2017-04-11 02:43:05,Cash,6,4.44,14.0,3.82,0.0,9.7
Jesus Miller,2017-01-12 21:24:01,2017-01-12 22:00:29,Cash,1,7.66,29.0,4.0,0.0,36.46666666666667
Craig Boyd,2017-01-11 21:22:33,2017-01-11 21:24:49,Card,3,0.42,3.5,0.0,0.0,2.2666666666666666
Michelle Morris,2017-12-28 15:18:01,2017-12-28 15:26:09,Card,1,1.21,7.5,0.0,0.0,8.133333333333333
Mathew Gibson,2017-07-09 14:02:44,2017-07-09 14:10:46,Card,1,1.35,7.5,0.0,0.0,8.033333333333333
Marissa Mora,2017-06-29 07:52:39,2017-06-29 07:56:56,Card,5,0.91,5.0,1.16,0.0,4.283333333333333
Franklin Dixon,2017-05-12 10:25:44,2017-05-12 10:29:20,Card,5,0.7,4.5,1.06,0.0,3.6
Nicholas Turner,2017-11-04 23:04:05,2017-11-04 23:22:20,Cash,2,2.23,13.0,1.7,0.0,18.25
Anthony Wood,2017-05-07 02:14:43,2017-05-07 02:30:22,Cash,2,3.39,13.5,2.96,0.0,15.65
Carrie Lowe,2017-03-05 16:00:21,2017-03-05 16:03:32,Card,1,0.41,4.0,0.0,0.0,3.183333333333333
Walter Brooks,2017-12-18 13:08:13,2017-12-18 13:22:34,Cash,1,2.66,12.0,2.56,0.0,14.35
Paula Mason,2017-09-24 23:45:45,2017-09-25 00:15:14,Card,1,17.99,52.0,14.64,5.76,29.483333333333334
Kristin Smith,2017-11-29 19:11:40,2017-11-29 19:16:02,Cash,1,0.8,5.0,1.35,0.0,4.366666666666666
Sandra Carson,2017-02-18 06:53:13,2017-02-18 07:00:42,Card,1,1.09,6.5,0.7,0.0,7.483333333333333
Mary Allen,2017-11-04 04:02:42,2017-11-04 04:10:52,Cash,1,2.6,10.5,0.0,0.0,8.166666666666666
Mark Miller,2017-04-22 12:16:33,2017-04-22 12:23:26,Cash,6,0.77,6.5,1.82,0.0,6.883333333333334
John Moore,2017-03-18 19:41:47,2017-03-18 19:49:42,Cash,1,0.69,6.5,0.0,0.0,7.916666666666667
Yolanda Walker,2017-11-04 19:48:26,2017-11-04 20:04:50,Cash,1,2.5,12.5,1.8,0.0,16.4
Melinda Smith,2017-02-02 12:34:02,2017-02-02 13:02:11,Cash,1,7.4,27.0,5.55,0.0,28.15
Joe Wheeler,2017-12-14 16:16:19,2017-12-14 16:39:23,Card,1,3.5,16.5,2.75,0.0,23.066666666666666
Jessica Carroll,2017-02-28 18:30:05,2017-02-28 19:09:55,Cash,1,18.4,52.0,0.0,5.54,39.833333333333336
Nathan Mann,2017-05-09 18:12:23,2017-05-09 18:23:24,Cash,1,1.46,9.0,2.16,0.0,11.016666666666667
Derrick Holmes,2017-07-22 09:24:22,2017-07-22 09:33:08,Cash,1,1.1,7.5,1.5,0.0,8.766666666666667
Austin King,2017-03-16 00:16:13,2017-03-16 00:22:42,Card,1,1.2,6.5,1.55,0.0,6.483333333333333
Samantha Ford,2017-04-23 14:59:12,2017-04-23 15:05:50,Card,1,1.0,6.5,0.0,0.0,6.633333333333334
Justin Willis,2017-12-09 16:58:07,2017-12-09 17:03:19,Cash,1,0.75,5.5,1.26,0.0,5.2
Krystal Kramer,2017-04-04 09:29:53,2017-04-04 09:38:14,Cash,1,0.7,7.0,1.56,0.0,8.35
Matthew Roach,2017-10-06 08:44:44,2017-10-06 09:03:03,Card,2,4.5,16.5,3.45,0.0,18.316666666666666
Cristina Hammond,2017-07-26 20:39:46,2017-07-26 21:10:33,Cash,1,5.9,23.5,4.95,0.0,30.783333333333335
Charles Diaz,2017-11-11 01:08:52,2017-11-11 01:15:25,Card,1,0.84,6.0,1.46,0.0,6.55
Jason Morales,2017-11-21 09:58:20,2017-11-21 10:11:05,Cash,3,0.7,8.5,1.0,0.0,12.75
Diane Marquez,2017-01-01 23:42:26,2017-01-02 00:04:58,Card,1,9.2,28.5,3.0,0.0,22.533333333333335
Megan Robbins,2017-06-02 08:56:50,2017-06-02 09:13:21,Cash,1,2.12,12.0,2.0,0.0,16.516666666666666
Jeff Wilkins,2017-09-22 23:14:49,2017-09-22 23:32:31,Card,1,3.1,14.5,3.15,0.0,17.7
Cassie Gomez,2017-08-20 11:56:13,2017-08-20 12:19:16,Cash,5,11.26,32.0,9.64,5.76,23.05
Julia Foster,2017-05-02 11:10:14,2017-05-02 11:19:31,Cash,1,0.8,7.5,1.65,0.0,9.283333333333333
Aaron Chan,2017-10-14 21:59:45,2017-10-14 22:16:44,Cash,5,2.94,13.5,2.96,0.0,16.983333333333334
Veronica Shepherd,2017-06-27 21:38:07,2017-06-27 21:50:33,Cash,1,4.0,13.5,2.96,0.0,12.433333333333334
Gloria Reyes,2017-06-05 12:51:58,2017-06-05 13:07:35,Cash,1,4.73,52.0,0.0,5.76,15.616666666666667
John Mann,2017-12-16 00:49:45,2017-12-16 01:00:37,Card,1,2.29,10.5,1.0,0.0,10.866666666666667
Daniel Martinez,2017-02-01 10:25:14,2017-02-01 10:41:40,Cash,1,1.28,11.0,0.0,0.0,16.433333333333334
Charles Gill,2017-12-07 17:09:48,2017-12-07 17:24:11,Card,1,0.9,10.0,2.5,0.0,14.383333333333333
Mr. Timothy Owens,2017-05-04 21:51:41,2017-05-04 21:59:26,Card,1,0.86,6.5,0.0,0.0,7.75
Adam Burns,2017-10-14 17:58:29,2017-10-14 18:08:50,Cash,1,0.84,8.0,0.0,0.0,10.35
Matthew Brooks,2017-03-02 17:06:54,2017-03-02 17:16:25,Cash,6,1.23,8.0,0.0,0.0,9.516666666666667
Samantha Cortez,2017-12-09 12:28:58,2017-12-09 12:33:32,Card,1,0.8,5.0,1.15,0.0,4.566666666666666
Melanie Wu,2017-02-18 12:44:04,2017-02-18 13:29:10,Card,6,25.69,69.5,14.06,0.0,45.1
Brittany Parker,2017-02-24 19:53:06,2017-02-24 19:57:19,Cash,5,0.58,5.0,0.0,0.0,4.216666666666667
Brooke Perry,2017-05-17 15:37:20,2017-05-17 15:39:55,Card,1,0.2,3.5,0.0,0.0,2.5833333333333335
Adam Beck,2017-01-02 17:03:18,2017-01-02 17:06:23,Cash,1,0.9,5.0,1.15,0.0,3.0833333333333335
Nicholas Shaw,2017-01-09 10:00:32,2017-01-09 10:08:25,Cash,1,0.61,6.5,2.19,0.0,7.883333333333334
Jeanne Anderson,2017-04-15 22:41:31,2017-04-15 22:52:01,Cash,1,0.84,8.0,0.0,0.0,10.5
Kevin Miller,2017-08-28 23:21:21,2017-08-28 23:25:41,Card,1,0.8,5.5,1.35,0.0,4.333333333333333
Amanda Goodwin,2017-08-09 16:07:31,2017-08-09 16:14:57,Cash,1,1.75,8.0,1.2,0.0,7.433333333333334
Ann Cherry,2017-02-26 03:09:09,2017-02-26 03:11:11,Cash,1,0.3,3.5,0.0,0.0,2.033333333333333
Anthony Browning,2017-05-02 03:46:20,2017-05-02 03:52:15,Card,1,1.89,7.5,0.0,0.0,5.916666666666667
Anna Gonzalez,2017-01-05 07:57:21,2017-01-05 08:01:13,Card,3,0.8,5.0,1.74,0.0,3.8666666666666667
Dylan Bryant,2017-04-21 01:28:14,2017-04-21 01:34:32,Card,5,1.1,6.5,0.0,0.0,6.3
John Cooper,2017-01-24 13:01:18,2017-01-24 13:10:33,Card,3,1.14,7.5,0.0,0.0,9.25
Linda Cox,2017-01-24 09:11:43,2017-01-24 09:29:34,Card,1,2.19,12.5,3.99,0.0,17.85
Dr. Michael Combs,2017-05-25 16:34:53,2017-05-25 17:03:26,Card,1,2.2,17.0,5.6,0.0,28.55
Teresa Carroll,2017-03-11 00:02:32,2017-03-11 00:41:36,Cash,1,7.9,30.5,7.95,0.0,39.06666666666667
Priscilla Rhodes,2017-02-03 15:44:26,2017-02-03 16:25:06,Card,2,6.1,28.0,8.6,0.0,40.666666666666664
Zachary Torres,2017-10-27 05:53:28,2017-10-27 06:20:01,Cash,1,15.0,41.5,0.0,0.0,26.55
Kathleen Burns,2017-02-27 20:29:28,2017-02-27 20:47:25,Card,2,4.7,16.0,3.45,0.0,17.95
Joseph Morris PhD,2017-02-03 21:50:23,2017-02-03 22:02:12,Card,6,3.63,13.0,2.86,0.0,11.816666666666666
Brian Cruz,2017-06-06 22:56:04,2017-06-06 23:01:35,Cash,3,1.0,6.0,2.0,0.0,5.516666666666667
Miss Crystal Melton DDS,2017-03-09 20:16:38,2017-03-09 20:26:40,Card,1,1.48,8.0,1.0,0.0,10.033333333333333
Kimberly Holland,2017-05-13 09:01:37,2017-05-13 09:04:15,Cash,1,0.5,4.0,0.95,0.0,2.6333333333333333
Leslie Thomas,2017-06-25 04:08:41,2017-06-25 04:31:40,Cash,3,10.7,32.5,6.75,0.0,22.983333333333334
Katie Flores,2017-05-13 14:33:29,2017-05-13 14:50:00,Cash,2,3.13,14.0,3.7,0.0,16.516666666666666
Angela Orozco,2017-06-04 03:01:54,2017-06-04 03:16:57,Card,1,3.33,13.0,0.0,0.0,15.05
Aaron Hodge,2017-07-28 20:46:20,2017-07-28 20:59:03,Card,1,2.14,10.5,2.36,0.0,12.716666666666667
Kyle Alvarez,2017-05-11 19:52:33,2017-05-11 20:25:45,Card,1,6.91,27.0,3.5,0.0,33.2
Dana Torres,2017-01-20 09:24:59,2017-01-20 09:33:01,Cash,1,0.7,6.5,0.0,0.0,8.033333333333333
Kenneth Ramirez,2017-01-12 22:18:42,2017-01-12 22:33:25,Cash,2,2.53,12.5,3.45,0.0,14.716666666666667
Cheryl Baker,2017-09-17 23:07:06,2017-09-17 23:09:20,Card,1,0.25,3.5,0.96,0.0,2.2333333333333334
Matthew Bishop,2017-09-10 16:10:31,2017-09-10 16:23:09,Cash,1,1.41,9.5,1.0,0.0,12.633333333333333
Samuel Hampton,2017-11-28 08:13:04,2017-11-28 08:34:43,Card,1,2.5,15.5,3.25,0.0,21.65
Tammy Foster,2017-09-24 16:19:18,2017-09-24 16:39:47,Cash,1,3.15,15.5,3.26,0.0,20.483333333333334
Heather Erickson,2017-08-03 22:47:14,2017-08-03 23:32:41,Cash,2,18.21,52.0,0.0,5.76,45.45
Barbara Wall,2017-05-26 00:34:18,2017-05-26 00:41:44,Card,1,1.4,7.5,0.0,0.0,7.433333333333334
Amy Willis,2017-04-09 00:16:33,2017-04-09 00:35:09,Card,1,3.4,14.5,3.15,0.0,18.6
